product_id,quantity_sold,sales_region,sale_date
81,2,North America,2022-09-12 19:46:18.378378376
90,8,North America,2022-09-13 22:03:14.594594600
8,3,Asia,2022-09-15 00:20:10.810810816
93,3,Asia,2022-09-16 02:37:07.027027032
26,8,North America,2022-09-17 04:54:03.243243248
74,8,Europe,2022-09-18 07:10:59.459459464
90,2,Asia,2022-09-19 09:27:55.675675680
34,8,North America,2022-09-20 11:44:51.891891896
7,1,Europe,2022-09-21 14:01:48.108108112
68,6,Asia,2022-09-22 16:18:44.324324328
58,8,Europe,2022-09-23 18:35:40.540540544
75,3,Europe,2022-09-24 20:52:36.756756760
29,8,Europe,2022-09-25 23:09:32.972972976
36,1,Europe,2022-09-27 01:26:29.189189192
89,9,Asia,2022-09-28 03:43:25.405405408
21,9,Asia,2022-09-29 06:00:21.621621624
36,5,Asia,2022-09-30 08:17:17.837837840
10,4,North America,2022-10-01 10:34:14.054054056
73,6,Asia,2022-10-02 12:51:10.270270272
24,7,Europe,2022-10-03 15:08:06.486486488
64,5,Asia,2022-10-04 17:25:02.702702704
99,9,Europe,2022-10-05 19:41:58.918918920
49,3,North America,2022-10-06 21:58:55.135135136
99,7,Europe,2022-10-08 00:15:51.351351352
36,5,Europe,2022-10-09 02:32:47.567567568
82,7,Europe,2022-10-10 04:49:43.783783784
96,2,North America,2022-10-11 07:06:40.000000000
24,4,Asia,2022-10-12 09:23:36.216216216
23,2,Asia,2022-10-13 11:40:32.432432432
62,7,North America,2022-10-14 13:57:28.648648648
96,2,Europe,2022-10-15 16:14:24.864864864
37,1,Asia,2022-10-16 18:31:21.081081080
12,9,North America,2022-10-17 20:48:17.297297296
55,1,Asia,2022-10-18 23:05:13.513513512
13,8,North America,2022-10-20 01:22:09.729729728
23,2,Europe,2022-10-21 03:39:05.945945944
89,8,Asia,2022-10-22 05:56:02.162162160
99,3,North America,2022-10-23 08:12:58.378378376
30,6,Asia,2022-10-24 10:29:54.594594600
17,3,Asia,2022-10-25 12:46:50.810810816
62,7,Asia,2022-10-26 15:03:47.027027032
84,9,Asia,2022-10-27 17:20:43.243243248
89,2,North America,2022-10-28 19:37:39.459459464
86,5,Europe,2022-10-29 21:54:35.675675680
13,6,North America,2022-10-31 00:11:31.891891896
59,4,North America,2022-11-01 02:28:28.108108112
19,4,North America,2022-11-02 04:45:24.324324328
49,4,Europe,2022-11-03 07:02:20.540540544
12,2,Asia,2022-11-04 09:19:16.756756760
61,4,Asia,2022-11-05 11:36:12.972972976
19,1,Asia,2022-11-06 13:53:09.189189192
76,6,Europe,2022-11-07 16:10:05.405405408
9,1,Asia,2022-11-08 18:27:01.621621624
71,6,Europe,2022-11-09 20:43:57.837837840
28,1,Asia,2022-11-10 23:00:54.054054056
78,6,Asia,2022-11-12 01:17:50.270270272
95,8,North America,2022-11-13 03:34:46.486486488
52,2,Europe,2022-11-14 05:51:42.702702704
83,2,North America,2022-11-15 08:08:38.918918920
16,4,North America,2022-11-16 10:25:35.135135136
69,3,North America,2022-11-17 12:42:31.351351352
99,4,Europe,2022-11-18 14:59:27.567567568
12,7,Europe,2022-11-19 17:16:23.783783784
25,1,Asia,2022-11-20 19:33:20.000000000
52,6,North America,2022-11-21 21:50:16.216216216
85,3,Asia,2022-11-23 00:07:12.432432432
53,7,North America,2022-11-24 02:24:08.648648648
23,2,Europe,2022-11-25 04:41:04.864864864
16,2,Europe,2022-11-26 06:58:01.081081080
57,4,Europe,2022-11-27 09:14:57.297297296
39,1,North America,2022-11-28 11:31:53.513513512
53,3,Europe,2022-11-29 13:48:49.729729728
42,9,North America,2022-11-30 16:05:45.945945944
58,7,Asia,2022-12-01 18:22:42.162162160
39,7,North America,2022-12-02 20:39:38.378378384
14,4,Asia,2022-12-03 22:56:34.594594600
95,2,North America,2022-12-05 01:13:30.810810816
5,4,Asia,2022-12-06 03:30:27.027027032
35,6,Europe,2022-12-07 05:47:23.243243248
87,3,Asia,2022-12-08 08:04:19.459459464
93,1,Europe,2022-12-09 10:21:15.675675680
75,8,Europe,2022-12-10 12:38:11.891891896
18,5,Asia,2022-12-11 14:55:08.108108112
76,5,North America,2022-12-12 17:12:04.324324328
9,4,North America,2022-12-13 19:29:00.540540544
74,6,North America,2022-12-14 21:45:56.756756760
58,3,North America,2022-12-16 00:02:52.972972976
17,9,North America,2022-12-17 02:19:49.189189192
7,5,Europe,2022-12-18 04:36:45.405405408
46,3,North America,2022-12-19 06:53:41.621621624
13,1,Europe,2022-12-20 09:10:37.837837840
40,6,Europe,2022-12-21 11:27:34.054054056
42,2,Europe,2022-12-22 13:44:30.270270272
9,3,Asia,2022-12-23 16:01:26.486486488
50,1,Asia,2022-12-24 18:18:22.702702704
27,9,Europe,2022-12-25 20:35:18.918918920
66,8,Asia,2022-12-26 22:52:15.135135136
5,2,North America,2022-12-28 01:09:11.351351352
29,8,North America,2022-12-29 03:26:07.567567568
37,9,Europe,2022-12-30 05:43:03.783783784
38,1,North America,2022-12-31 08:00:00.000000000
83,5,Europe,2023-01-01 10:16:56.216216216
8,8,Europe,2023-01-02 12:33:52.432432432
65,2,North America,2023-01-03 14:50:48.648648648
86,4,Asia,2023-01-04 17:07:44.864864864
17,7,North America,2023-01-05 19:24:41.081081080
71,3,North America,2023-01-06 21:41:37.297297296
89,5,Europe,2023-01-07 23:58:33.513513512
45,8,Europe,2023-01-09 02:15:29.729729728
4,3,Europe,2023-01-10 04:32:25.945945944
36,4,Europe,2023-01-11 06:49:22.162162160
70,9,Asia,2023-01-12 09:06:18.378378384
31,7,Asia,2023-01-13 11:23:14.594594600
19,1,Asia,2023-01-14 13:40:10.810810816
61,4,Europe,2023-01-15 15:57:07.027027032
54,4,Europe,2023-01-16 18:14:03.243243248
39,9,Europe,2023-01-17 20:30:59.459459464
91,6,Asia,2023-01-18 22:47:55.675675680
74,9,Europe,2023-01-20 01:04:51.891891896
90,6,North America,2023-01-21 03:21:48.108108112
19,6,North America,2023-01-22 05:38:44.324324328
39,5,Europe,2023-01-23 07:55:40.540540544
67,5,North America,2023-01-24 10:12:36.756756760
45,2,North America,2023-01-25 12:29:32.972972976
13,8,Asia,2023-01-26 14:46:29.189189192
92,8,Europe,2023-01-27 17:03:25.405405408
58,1,Europe,2023-01-28 19:20:21.621621624
20,8,Asia,2023-01-29 21:37:17.837837840
92,5,North America,2023-01-30 23:54:14.054054056
72,2,North America,2023-02-01 02:11:10.270270272
61,2,Europe,2023-02-02 04:28:06.486486488
39,6,North America,2023-02-03 06:45:02.702702704
1,9,Asia,2023-02-04 09:01:58.918918920
3,1,Asia,2023-02-05 11:18:55.135135136
77,6,Europe,2023-02-06 13:35:51.351351352
92,9,Asia,2023-02-07 15:52:47.567567568
62,8,Asia,2023-02-08 18:09:43.783783784
63,6,Europe,2023-02-09 20:26:40.000000000
25,3,Asia,2023-02-10 22:43:36.216216216
56,8,Asia,2023-02-12 01:00:32.432432432
33,9,Asia,2023-02-13 03:17:28.648648648
38,1,North America,2023-02-14 05:34:24.864864864
6,9,Europe,2023-02-15 07:51:21.081081080
58,6,Europe,2023-02-16 10:08:17.297297296
44,6,Europe,2023-02-17 12:25:13.513513512
45,4,North America,2023-02-18 14:42:09.729729728
32,1,North America,2023-02-19 16:59:05.945945944
45,8,Europe,2023-02-20 19:16:02.162162160
61,2,North America,2023-02-21 21:32:58.378378384
47,1,Europe,2023-02-22 23:49:54.594594600
21,2,North America,2023-02-24 02:06:50.810810816
80,1,Asia,2023-02-25 04:23:47.027027032
85,1,Asia,2023-02-26 06:40:43.243243248
75,9,Europe,2023-02-27 08:57:39.459459464
36,1,North America,2023-02-28 11:14:35.675675680
99,4,North America,2023-03-01 13:31:31.891891896
19,6,Asia,2023-03-02 15:48:28.108108112
20,7,Asia,2023-03-03 18:05:24.324324328
57,2,North America,2023-03-04 20:22:20.540540544
18,6,North America,2023-03-05 22:39:16.756756760
47,7,North America,2023-03-07 00:56:12.972972976
49,2,North America,2023-03-08 03:13:09.189189192
14,2,North America,2023-03-09 05:30:05.405405408
15,7,North America,2023-03-10 07:47:01.621621624
31,1,Europe,2023-03-11 10:03:57.837837840
1,8,North America,2023-03-12 12:20:54.054054056
54,3,Asia,2023-03-13 14:37:50.270270272
3,6,Europe,2023-03-14 16:54:46.486486488
16,9,North America,2023-03-15 19:11:42.702702704
87,6,Asia,2023-03-16 21:28:38.918918920
57,9,Europe,2023-03-17 23:45:35.135135136
75,7,Asia,2023-03-19 02:02:31.351351352
12,9,North America,2023-03-20 04:19:27.567567568
74,2,North America,2023-03-21 06:36:23.783783784
96,8,North America,2023-03-22 08:53:20.000000000
16,8,North America,2023-03-23 11:10:16.216216216
72,2,Europe,2023-03-24 13:27:12.432432432
76,4,Europe,2023-03-25 15:44:08.648648648
24,7,Asia,2023-03-26 18:01:04.864864864
28,4,North America,2023-03-27 20:18:01.081081080
8,4,Asia,2023-03-28 22:34:57.297297296
92,6,Europe,2023-03-30 00:51:53.513513512
36,6,North America,2023-03-31 03:08:49.729729728
90,3,North America,2023-04-01 05:25:45.945945944
8,9,Europe,2023-04-02 07:42:42.162162168
58,2,Europe,2023-04-03 09:59:38.378378384
60,6,Europe,2023-04-04 12:16:34.594594600
50,7,Europe,2023-04-05 14:33:30.810810816
28,9,Europe,2023-04-06 16:50:27.027027032
92,3,North America,2023-04-07 19:07:23.243243248
41,3,Europe,2023-04-08 21:24:19.459459464
64,7,North America,2023-04-09 23:41:15.675675680
27,4,North America,2023-04-11 01:58:11.891891896
63,8,Europe,2023-04-12 04:15:08.108108112
17,7,Europe,2023-04-13 06:32:04.324324328
73,5,North America,2023-04-14 08:49:00.540540544
33,7,Europe,2023-04-15 11:05:56.756756752
84,3,Europe,2023-04-16 13:22:52.972972976
77,2,Europe,2023-04-17 15:39:49.189189184
92,6,Asia,2023-04-18 17:56:45.405405408
29,2,North America,2023-04-19 20:13:41.621621616
13,3,Asia,2023-04-20 22:30:37.837837840
46,6,Europe,2023-04-22 00:47:34.054054048
35,5,Asia,2023-04-23 03:04:30.270270272
6,8,Europe,2023-04-24 05:21:26.486486496
82,9,Asia,2023-04-25 07:38:22.702702704
69,3,Europe,2023-04-26 09:55:18.918918928
47,3,Asia,2023-04-27 12:12:15.135135136
25,3,Asia,2023-04-28 14:29:11.351351360
66,6,Asia,2023-04-29 16:46:07.567567568
10,1,North America,2023-04-30 19:03:03.783783792
56,7,Asia,2023-05-01 21:20:00.000000000
30,1,North America,2023-05-02 23:36:56.216216224
5,5,Europe,2023-05-04 01:53:52.432432432
33,8,Asia,2023-05-05 04:10:48.648648656
65,4,Europe,2023-05-06 06:27:44.864864864
18,5,Europe,2023-05-07 08:44:41.081081088
96,4,Asia,2023-05-08 11:01:37.297297296
49,4,North America,2023-05-09 13:18:33.513513520
11,8,Asia,2023-05-10 15:35:29.729729728
85,2,Europe,2023-05-11 17:52:25.945945952
26,1,Europe,2023-05-12 20:09:22.162162160
63,3,Asia,2023-05-13 22:26:18.378378384
89,9,North America,2023-05-15 00:43:14.594594592
86,4,North America,2023-05-16 03:00:10.810810816
59,5,Europe,2023-05-17 05:17:07.027027024
27,2,Europe,2023-05-18 07:34:03.243243248
49,4,North America,2023-05-19 09:50:59.459459456
77,2,Asia,2023-05-20 12:07:55.675675680
33,2,Europe,2023-05-21 14:24:51.891891888
98,4,North America,2023-05-22 16:41:48.108108112
99,6,Europe,2023-05-23 18:58:44.324324320
1,7,Asia,2023-05-24 21:15:40.540540544
21,3,North America,2023-05-25 23:32:36.756756752
55,3,Europe,2023-05-27 01:49:32.972972976
6,6,Asia,2023-05-28 04:06:29.189189184
92,3,Europe,2023-05-29 06:23:25.405405408
81,2,Asia,2023-05-30 08:40:21.621621616
69,8,Asia,2023-05-31 10:57:17.837837840
95,5,North America,2023-06-01 13:14:14.054054064
5,1,Asia,2023-06-02 15:31:10.270270272
3,3,Europe,2023-06-03 17:48:06.486486496
53,8,Asia,2023-06-04 20:05:02.702702704
23,4,Asia,2023-06-05 22:21:58.918918928
53,7,North America,2023-06-07 00:38:55.135135136
37,2,Asia,2023-06-08 02:55:51.351351360
74,7,Asia,2023-06-09 05:12:47.567567568
74,5,Europe,2023-06-10 07:29:43.783783792
83,5,North America,2023-06-11 09:46:40.000000000
17,6,North America,2023-06-12 12:03:36.216216224
85,9,North America,2023-06-13 14:20:32.432432432
78,6,Asia,2023-06-14 16:37:28.648648656
73,8,North America,2023-06-15 18:54:24.864864864
1,7,Asia,2023-06-16 21:11:21.081081088
51,9,Asia,2023-06-17 23:28:17.297297296
45,4,Europe,2023-06-19 01:45:13.513513520
77,2,Europe,2023-06-20 04:02:09.729729728
4,7,Europe,2023-06-21 06:19:05.945945952
62,6,Europe,2023-06-22 08:36:02.162162160
65,1,Europe,2023-06-23 10:52:58.378378384
32,9,Asia,2023-06-24 13:09:54.594594592
34,9,Asia,2023-06-25 15:26:50.810810816
92,2,North America,2023-06-26 17:43:47.027027024
95,3,Asia,2023-06-27 20:00:43.243243248
72,5,Asia,2023-06-28 22:17:39.459459456
39,5,Europe,2023-06-30 00:34:35.675675680
26,1,Asia,2023-07-01 02:51:31.891891888
34,8,Europe,2023-07-02 05:08:28.108108112
54,8,North America,2023-07-03 07:25:24.324324320
3,4,North America,2023-07-04 09:42:20.540540544
50,7,Asia,2023-07-05 11:59:16.756756752
12,3,North America,2023-07-06 14:16:12.972972976
65,6,Asia,2023-07-07 16:33:09.189189184
54,9,North America,2023-07-08 18:50:05.405405408
5,1,Europe,2023-07-09 21:07:01.621621616
94,5,Europe,2023-07-10 23:23:57.837837840
94,4,Europe,2023-07-12 01:40:54.054054064
57,8,Europe,2023-07-13 03:57:50.270270272
17,1,Asia,2023-07-14 06:14:46.486486496
47,9,North America,2023-07-15 08:31:42.702702704
23,6,Asia,2023-07-16 10:48:38.918918928
79,4,Europe,2023-07-17 13:05:35.135135136
85,9,Asia,2023-07-18 15:22:31.351351360
14,5,North America,2023-07-19 17:39:27.567567568
66,5,Asia,2023-07-20 19:56:23.783783792
75,5,North America,2023-07-21 22:13:20.000000000
51,1,Asia,2023-07-23 00:30:16.216216224
38,1,North America,2023-07-24 02:47:12.432432432
64,8,North America,2023-07-25 05:04:08.648648656
98,8,Europe,2023-07-26 07:21:04.864864864
38,6,North America,2023-07-27 09:38:01.081081088
50,4,Europe,2023-07-28 11:54:57.297297296
98,2,Europe,2023-07-29 14:11:53.513513520
82,2,Europe,2023-07-30 16:28:49.729729728
30,9,Asia,2023-07-31 18:45:45.945945952
79,5,Asia,2023-08-01 21:02:42.162162160
91,4,Asia,2023-08-02 23:19:38.378378384
51,1,Asia,2023-08-04 01:36:34.594594592
63,7,North America,2023-08-05 03:53:30.810810816
98,3,North America,2023-08-06 06:10:27.027027024
52,6,Asia,2023-08-07 08:27:23.243243248
38,5,North America,2023-08-08 10:44:19.459459456
97,5,North America,2023-08-09 13:01:15.675675680
88,5,Europe,2023-08-10 15:18:11.891891888
79,1,Europe,2023-08-11 17:35:08.108108112
30,1,Europe,2023-08-12 19:52:04.324324320
51,3,Europe,2023-08-13 22:09:00.540540544
81,4,North America,2023-08-15 00:25:56.756756752
5,5,Asia,2023-08-16 02:42:52.972972976
29,2,North America,2023-08-17 04:59:49.189189184
4,8,North America,2023-08-18 07:16:45.405405408
10,2,North America,2023-08-19 09:33:41.621621616
56,9,Europe,2023-08-20 11:50:37.837837840
17,2,Europe,2023-08-21 14:07:34.054054064
74,9,Europe,2023-08-22 16:24:30.270270272
17,7,Asia,2023-08-23 18:41:26.486486496
84,8,North America,2023-08-24 20:58:22.702702704
88,2,Asia,2023-08-25 23:15:18.918918928
69,7,Europe,2023-08-27 01:32:15.135135136
34,6,Asia,2023-08-28 03:49:11.351351360
6,4,North America,2023-08-29 06:06:07.567567568
53,7,North America,2023-08-30 08:23:03.783783792
66,4,Europe,2023-08-31 10:40:00.000000000
77,2,Europe,2023-09-01 12:56:56.216216224
43,7,Asia,2023-09-02 15:13:52.432432432
75,8,Europe,2023-09-03 17:30:48.648648656
23,2,Europe,2023-09-04 19:47:44.864864864
55,5,North America,2023-09-05 22:04:41.081081088
80,1,Europe,2023-09-07 00:21:37.297297296
95,7,Europe,2023-09-08 02:38:33.513513520
75,8,North America,2023-09-09 04:55:29.729729728
16,6,North America,2023-09-10 07:12:25.945945952
8,5,Asia,2023-09-11 09:29:22.162162160
4,6,Europe,2023-09-12 11:46:18.378378384
4,2,North America,2023-09-13 14:03:14.594594592
56,1,Asia,2023-09-14 16:20:10.810810816
25,7,Asia,2023-09-15 18:37:07.027027024
67,7,Europe,2023-09-16 20:54:03.243243248
96,2,Europe,2023-09-17 23:10:59.459459456
67,2,Asia,2023-09-19 01:27:55.675675680
27,1,North America,2023-09-20 03:44:51.891891888
93,8,Asia,2023-09-21 06:01:48.108108112
32,8,Europe,2023-09-22 08:18:44.324324320
50,1,North America,2023-09-23 10:35:40.540540544
61,8,North America,2023-09-24 12:52:36.756756752
51,9,Asia,2023-09-25 15:09:32.972972976
19,4,Europe,2023-09-26 17:26:29.189189184
21,1,Asia,2023-09-27 19:43:25.405405408
5,1,Asia,2023-09-28 22:00:21.621621616
82,3,Asia,2023-09-30 00:17:17.837837840
92,5,North America,2023-10-01 02:34:14.054054064
42,5,North America,2023-10-02 04:51:10.270270272
61,9,Europe,2023-10-03 07:08:06.486486496
22,2,Europe,2023-10-04 09:25:02.702702704
21,2,Asia,2023-10-05 11:41:58.918918928
70,6,Asia,2023-10-06 13:58:55.135135136
1,9,Asia,2023-10-07 16:15:51.351351360
5,1,Europe,2023-10-08 18:32:47.567567568
12,9,North America,2023-10-09 20:49:43.783783792
90,9,North America,2023-10-10 23:06:40.000000000
46,9,Asia,2023-10-12 01:23:36.216216224
34,5,Asia,2023-10-13 03:40:32.432432432
49,9,Asia,2023-10-14 05:57:28.648648656
78,4,Asia,2023-10-15 08:14:24.864864864
90,2,Europe,2023-10-16 10:31:21.081081088
45,6,North America,2023-10-17 12:48:17.297297296
27,4,Asia,2023-10-18 15:05:13.513513520
73,6,Europe,2023-10-19 17:22:09.729729728
26,3,Asia,2023-10-20 19:39:05.945945952
47,6,Asia,2023-10-21 21:56:02.162162160
86,2,North America,2023-10-23 00:12:58.378378384
56,2,Asia,2023-10-24 02:29:54.594594592
94,9,North America,2023-10-25 04:46:50.810810816
63,7,North America,2023-10-26 07:03:47.027027024
48,3,North America,2023-10-27 09:20:43.243243248
61,1,Europe,2023-10-28 11:37:39.459459456
81,8,Europe,2023-10-29 13:54:35.675675680
26,6,North America,2023-10-30 16:11:31.891891888
36,7,Asia,2023-10-31 18:28:28.108108112
1,9,North America,2023-11-01 20:45:24.324324320
8,5,Asia,2023-11-02 23:02:20.540540544
99,1,North America,2023-11-04 01:19:16.756756752
52,7,Asia,2023-11-05 03:36:12.972972976
79,5,Europe,2023-11-06 05:53:09.189189184
47,3,Asia,2023-11-07 08:10:05.405405408
56,9,North America,2023-11-08 10:27:01.621621632
86,1,Europe,2023-11-09 12:43:57.837837840
14,1,Asia,2023-11-10 15:00:54.054054064
90,1,Asia,2023-11-11 17:17:50.270270272
28,3,Asia,2023-11-12 19:34:46.486486496
87,6,Asia,2023-11-13 21:51:42.702702704
78,3,Asia,2023-11-15 00:08:38.918918928
88,8,Europe,2023-11-16 02:25:35.135135136
2,2,Europe,2023-11-17 04:42:31.351351360
26,9,Europe,2023-11-18 06:59:27.567567568
14,3,Europe,2023-11-19 09:16:23.783783792
59,5,North America,2023-11-20 11:33:20.000000000
56,8,Europe,2023-11-21 13:50:16.216216224
7,2,Asia,2023-11-22 16:07:12.432432432
3,6,Asia,2023-11-23 18:24:08.648648656
23,5,Europe,2023-11-24 20:41:04.864864864
18,9,Asia,2023-11-25 22:58:01.081081088
38,5,Europe,2023-11-27 01:14:57.297297296
99,2,Asia,2023-11-28 03:31:53.513513520
15,5,North America,2023-11-29 05:48:49.729729728
64,4,North America,2023-11-30 08:05:45.945945952
89,7,Europe,2023-12-01 10:22:42.162162160
28,6,Europe,2023-12-02 12:39:38.378378384
74,2,Europe,2023-12-03 14:56:34.594594592
39,5,Asia,2023-12-04 17:13:30.810810816
57,7,Europe,2023-12-05 19:30:27.027027024
17,7,North America,2023-12-06 21:47:23.243243248
86,5,Asia,2023-12-08 00:04:19.459459456
90,9,Europe,2023-12-09 02:21:15.675675680
44,4,Asia,2023-12-10 04:38:11.891891888
25,3,Asia,2023-12-11 06:55:08.108108112
17,4,Europe,2023-12-12 09:12:04.324324320
13,5,Asia,2023-12-13 11:29:00.540540544
84,6,North America,2023-12-14 13:45:56.756756752
25,3,North America,2023-12-15 16:02:52.972972976
68,2,Asia,2023-12-16 18:19:49.189189184
10,4,Europe,2023-12-17 20:36:45.405405408
67,5,Asia,2023-12-18 22:53:41.621621632
18,4,North America,2023-12-20 01:10:37.837837840
86,3,Asia,2023-12-21 03:27:34.054054064
34,8,Asia,2023-12-22 05:44:30.270270272
8,4,North America,2023-12-23 08:01:26.486486496
40,2,Asia,2023-12-24 10:18:22.702702704
83,2,Asia,2023-12-25 12:35:18.918918928
42,1,Europe,2023-12-26 14:52:15.135135136
41,4,Europe,2023-12-27 17:09:11.351351360
6,9,North America,2023-12-28 19:26:07.567567568
52,7,North America,2023-12-29 21:43:03.783783792
26,7,North America,2023-12-31 00:00:00.000000000
